PRODUCT,SOURCE CITY,DESTINATION PINCODE,CITY,STATE,DEST. REGION,ZONE,TAT,PREPAID,COD,REVERSE PICKUP,FORWARD PICKUP,DESTINATION CATEGORY,PUDO SERVICEABLE,B2C_COD_SERVICEABLE
SMART_EXPRESS,NOIDA,121007,FARIDABAD,HARYANA,SOUTH DELHI RO,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,121008,FARIDABAD,HARYANA,SOUTH DELHI RO,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,121009,FARIDABAD,HARYANA,SOUTH DELHI RO,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,121010,FARIDABAD,HARYANA,SOUTH DELHI RO,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,121011,FARIDABAD,HARYANA,SOUTH DELHI RO,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,121012,FARIDABAD,HARYANA,SOUTH DELHI RO,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,121013,FARIDABAD,HARYANA,SOUTH DELHI RO,NORTH,2,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,121101,BALLABGARH,HARYANA,SOUTH DELHI RO,NORTH,2,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,121102,BALLABGARH,HARYANA,SOUTH DELHI RO,NORTH,2,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,121103,BALLABGARH,HARYANA,SOUTH DELHI RO,NORTH,2,Y,Y,Y,Y,INCITY,N,N
SMART_EXPRESS,NOIDA,121104,BALLABGARH,HARYANA,SOUTH DELHI RO,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,121105,BALLABGARH,HARYANA,SOUTH DELHI RO,NORTH,2,Y,Y,Y,Y,INCITY,N,N
SMART_EXPRESS,NOIDA,121106,BALLABGARH,HARYANA,SOUTH DELHI RO,NORTH,2,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,121206,FARIDABAD,HARYANA,SOUTH DELHI RO,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,122000,GURGAON,HARYANA,GGR REGIONAL OFFICE,NORTH,3,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,122001,GURGAON,HARYANA,GGR REGIONAL OFFICE,NORTH,2,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,122002,GURGAON,HARYANA,GGR REGIONAL OFFICE,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,122003,GURGAON,HARYANA,GGR REGIONAL OFFICE,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,122004,GURGAON,HARYANA,GGR REGIONAL OFFICE,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,122005,GURGAON,HARYANA,GGR REGIONAL OFFICE,NORTH,2,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,122006,GURGAON,HARYANA,GGR REGIONAL OFFICE,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,122007,GURGAON,HARYANA,GGR REGIONAL OFFICE,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
SMART_EXPRESS,NOIDA,122008,GURGAON,HARYANA,GGR REGIONAL OFFICE,NORTH,1,Y,Y,Y,Y,INCITY,N,Y
